w,h,Background,Inflammatory infiltration,Adipose tissue,Sweat gland,Hair follicles,Dermis,Sebaceous gland,Epidermis,Blood vessels,Muscle
213,47,0.0002260059118270874,0.03240618854761124,6.91468158038333e-05,0.0008644862100481987,0.6843211054801941,0.04352741688489914,0.0033701290376484394,0.2263196408748627,0.001539914170280099,0.007355996873229742
214,47,0.0007473606383427978,0.2111499309539795,0.0010696824174374342,0.002495809691026807,0.2716594040393829,0.4147072732448578,0.009297671727836132,0.06953170895576477,0.006209882441908121,0.01313131581991911
215,47,0.002554089529439807,0.292164146900177,0.0028581167571246624,0.0064262389205396175,0.06949350982904434,0.5481042861938477,0.017220161855220798,0.02945535257458687,0.01104071829468012,0.020683331415057186
216,47,0.0004460567724891007,0.26381543278694153,0.0008817866328172387,0.006108014844357967,0.013401021249592304,0.6677249670028687,0.003282008226960897,0.017919238656759262,0.005984368734061718,0.020437104627490044
217,47,0.002831255318596959,0.2038351595401764,0.0010037074098363519,0.0053717661648988715,0.14184807240962982,0.3981073200702667,0.023222925141453743,0.2160366028547287,0.0028808165807276964,0.0048624095506966105
218,47,0.0013069461565464735,0.1280011683702469,0.0008739082259126008,0.003108413191512227,0.13917329907417295,0.30205902457237244,0.016551639884710312,0.3922011852264404,0.0028688185848295693,0.013855633325874805
219,47,0.0012517200084403155,0.4104632437229157,0.0008018313092179596,0.0074071711860597125,0.1215892881155014,0.1669873744249344,0.012054093182086945,0.2695212662220001,0.00153837027028203,0.008385640569031239
220,47,0.005713443271815778,0.21721592545509336,0.00039161276072263723,0.0037579971831291923,0.6877713799476624,0.0032860587816685442,0.009443414397537708,0.06935781985521318,0.0006651471485383809,0.0023972471244633198
221,47,0.0017222041497007012,0.12126830965280533,0.0012444017920643091,0.007463165558874606,0.6932659149169922,0.09432406723499298,0.0233932975679636,0.038168024271726615,0.004697959870100021,0.014452653005719185
222,47,0.0008465682039968669,0.1875627338886261,0.004047543741762638,0.009678283706307413,0.11217892169952393,0.5887380242347717,0.023246293887495998,0.026889095082879063,0.01420525275170803,0.03260733559727669
223,47,0.0007328241481445731,0.15494389832019806,0.004397760611027479,0.01900098472833633,0.015660034492611885,0.3902652263641357,0.3814413547515869,0.003281729994341731,0.009481172077357769,0.020795008167624474
224,47,0.000445723213488236,0.04299143701791763,0.0011140811257064342,0.013262244872748852,0.19458632171154025,0.053920894861221313,0.6795185804367065,0.00729017797857523,0.002809464698657393,0.004060959909111261
225,47,0.0020811832509934907,0.3890956938266754,0.0012537144357338548,0.009505445137619972,0.2089127749204636,0.177988201379776,0.19438602030277247,0.007902959361672401,0.0011008817236870527,0.007773108780384064
226,47,0.0018912761006504297,0.453972727060318,0.002373983617872,0.017171358689665794,0.01912779733538628,0.4376358389854431,0.0510205440223217,0.0031922520138323307,0.0012075051199644804,0.012406680732965471
227,47,0.0001754889963194728,0.1875210553407669,0.001565583748742938,0.015678992494940758,0.014286303892731668,0.19141548871994016,0.5814716219902039,0.001142708701081574,0.0009093930129893123,0.00583348050713539
228,47,0.00027276395121589303,0.20797446370124814,0.0011824984103441238,0.1422402709722519,0.017760004848241806,0.1575782299041748,0.4556674361228943,0.001064024167135358,0.0013193655759096143,0.014941008761525152
229,47,0.0007306071929633617,0.2910438179969788,0.005883276462554932,0.21107473969459534,0.011978371068835258,0.4190916121006012,0.014030151069164276,0.0010717350523918867,0.004847228527069092,0.04024852439761162
230,47,0.0005064525757916272,0.22540533542633054,0.0048813363537192345,0.06196485087275505,0.3552338480949402,0.2612881660461426,0.011545282788574696,0.0612398199737072,0.002913536736741662,0.015021404251456259
231,47,0.00021082421881146732,0.2847571969032288,0.0005426362040452659,0.011225066147744656,0.42644253373146057,0.19688597321510315,0.008527651429176329,0.061962991952896125,0.002320990664884448,0.0071242405101656905
232,47,0.00040763011202216154,0.5990297198295593,0.002587265567854047,0.019356993958354,0.05552495643496514,0.2880958914756775,0.010702392086386679,0.0021968265064060692,0.005694537423551083,0.016403753310441967
233,47,0.0007311434601433575,0.2707275748252869,0.011088226921856405,0.027863308787345886,0.04395078495144844,0.5010944008827211,0.0102268373593688,0.0027188516687601805,0.07158797979354857,0.06001096963882446
234,47,0.0013551857555285096,0.09932491183280943,0.013507659547030926,0.04704971611499786,0.02866505645215512,0.595515251159668,0.009685544297099112,0.021490760147571564,0.12404310703277588,0.059362821280956275
235,47,0.07237504422664642,0.048887949436903,0.03320753574371338,0.019160248339176175,0.09797218441963196,0.4310344159603119,0.003414195729419589,0.174017533659935,0.08210749924182892,0.037823375314474106
236,47,0.4078996777534485,0.006048310548067093,0.06340447068214418,0.020536046475172043,0.12648619711399078,0.0059302859008312225,0.0026105050928890705,0.3182613551616669,0.022391382604837414,0.026431798934936523
237,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,48,0.7556486129760742,0.008675826713442802,0.01907433196902275,0.0015246273251250384,0.005041875410825014,0.00306435558013618,0.0015113267581909895,0.004286687355488539,0.020323576405644417,0.18084874749183652
44,48,0.753790557384491,0.008015522733330727,0.01914151944220066,0.0015168538084253669,0.00549939414486289,0.0031551630236208443,0.0015860830899327991,0.004521185532212257,0.02136107347905636,0.18141266703605646
45,48,0.7447507977485657,0.008588498458266258,0.018394047394394875,0.0016103240195661785,0.006313746329396963,0.0031241837423294787,0.0016466763336211445,0.004523968789726496,0.020094409584999084,0.1909533441066742
46,48,0.7606313824653625,0.012324060313403606,0.019758641719818115,0.0015529089141637087,0.004671246744692326,0.0034778204280883074,0.0013891173293814065,0.0036380309611558906,0.018480222672224045,0.17407658696174622
47,48,0.7339844703674316,0.011142747476696968,0.02160213515162468,0.0017774153966456652,0.005217874888330698,0.003291017143055797,0.0015197002794593573,0.0041099004447460175,0.021491069346666336,0.19586366415023804
48,48,0.7444058656692505,0.008895744569599628,0.02224630117416382,0.0016985179390758276,0.005734561942517757,0.00309586594812572,0.0014517561066895726,0.004167604725807904,0.020701980218291283,0.18760183453559875
49,48,0.7699042558670044,0.009110954590141771,0.02029276080429554,0.001551491441205144,0.006274116225540638,0.003049282357096672,0.0013708621263504028,0.00452070776373148,0.016595199704170227,0.16733035445213318
50,48,0.7458506226539612,0.007284910883754492,0.019848059862852097,0.0018299442017450927,0.0058264690451323995,0.002568232361227274,0.0013698472175747154,0.004433421883732081,0.020015586167573932,0.19097287952899933
51,48,0.7334639430046082,0.010257902555167677,0.02141653746366501,0.0018936686683446169,0.00629018759354949,0.0035353968851268287,0.0013868033420294525,0.004415986128151417,0.022438544780015945,0.19490095973014832
52,48,0.7825451493263245,0.008171253837645054,0.03124345280230045,0.0029816124588251114,0.006915061268955469,0.0048889247700572005,0.001865456230007112,0.005242397077381611,0.02290797792375088,0.13323867321014404
53,48,0.7855772376060486,0.0071782758459448814,0.03616335242986679,0.0027537592686712738,0.007450385950505733,0.004738787654787302,0.002048458205536008,0.006364666856825353,0.023609301075339317,0.12411576509475708
54,48,0.7383466958999634,0.009649272076785564,0.02902347221970558,0.002250325866043568,0.007431752979755402,0.003909514285624027,0.001772684627212584,0.0063315900042653075,0.02350931242108345,0.17777541279792786
55,48,0.753157377243042,0.010868014767766,0.02490216866135597,0.0022266083396971226,0.005643547512590885,0.003943786956369878,0.0015401203418150544,0.0047441315837204465,0.020545493811368942,0.17242875695228574
56,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,48,0.7378050088882446,0.007703050039708614,0.023133721202611927,0.0018168780952692032,0.005127365235239267,0.002748716622591019,0.0014088016469031572,0.004731656052172184,0.024620739743113518,0.19090408086776733
105,48,0.7687954902648926,0.005582716315984726,0.02054209820926189,0.0016345629701390862,0.005293274763971567,0.002155722351744771,0.0012440350838005545,0.004811338149011135,0.01822727546095848,0.1717134565114975
106,48,0.8083469271659851,0.006408172659575939,0.024117210879921917,0.001804027007892728,0.006310402415692806,0.0024056024849414825,0.0013972376473248005,0.004657910205423832,0.017448317259550098,0.12710413336753845
107,48,0.7640781402587891,0.00856681726872921,0.02340321615338325,0.0017913915216922762,0.005779416300356388,0.003044222015887499,0.0014232232933863993,0.004586521536111832,0.019533723592758182,0.1677933633327484
108,48,0.7258471250534058,0.008527811616659164,0.023288218304514885,0.0018831833731383085,0.0051991334185004226,0.002704930026084185,0.0013898600591346624,0.004045988433063029,0.02099184319376945,0.20612196624279025
109,48,0.7251240015029907,0.009631430730223656,0.02049191296100616,0.001843110891059041,0.005805541295558214,0.002735738875344396,0.0015319952508434653,0.0040407637134194365,0.0228231493383646,0.2059724032878876
110,48,0.7360081672668457,0.012146767228841782,0.023042544722557068,0.0015665959799662232,0.004453470464795828,0.0029941368848085408,0.0013328164350241425,0.003576685907319188,0.02356031723320484,0.19131851196289065
111,48,0.7510453462600708,0.009443106129765509,0.02301698923110962,0.0014519667020067573,0.005522310733795166,0.0028039764147251844,0.0012508726213127375,0.004428255371749401,0.021583188325166702,0.17945396900177002
112,48,0.7382262349128723,0.008008779026567936,0.01957324706017971,0.0015276132617145775,0.006435617804527283,0.0026518083177506924,0.0011601762380450964,0.0048328517004847535,0.02036989666521549,0.197213813662529
113,48,0.7422963380813599,0.007786592002958059,0.02408989518880844,0.0017493761843070386,0.006548224948346615,0.0027757394127547737,0.0012711891904473305,0.0060166255570948115,0.02344482019543648,0.1840212345123291
114,48,0.7361121177673341,0.008619367145001888,0.039302624762058265,0.0016984820831567051,0.00701296329498291,0.003595121204853058,0.0014407981652766464,0.007106133736670017,0.03244950622320175,0.16266286373138428
115,48,0.6619049906730652,0.007306767161935569,0.080521360039711,0.006371299736201763,0.01678808219730854,0.004615494515746832,0.002881442895159125,0.016112998127937317,0.034321680665016174,0.1691758632659912
116,48,0.5587763786315918,0.004353742115199566,0.0663241520524025,0.0060454728081822395,0.037319160997867584,0.003118785796687007,0.0026086024008691307,0.1957302838563919,0.016465894877910614,0.10925748199224472
117,48,0.1741749495267868,0.0049915374256670475,0.0074837701395154,0.0019958349876105785,0.12733690440654755,0.04476969689130783,0.006035128142684697,0.600653886795044,0.004527038428932428,0.028031254187226292
118,48,0.011386292055249214,0.004469087347388268,0.0019757584668695927,0.0016914682928472755,0.2808724045753479,0.04459572583436966,0.006610250566154718,0.6421528458595276,0.0018992492696270347,0.004346935544162989
119,48,0.00010763714089989662,0.006512441672384739,0.000120701442938298,0.0016475862357765436,0.3661178946495056,0.015145945362746716,0.004016436170786618,0.6038004159927368,0.0004062314110342413,0.0021247316617518663
120,48,0.00013288625632412732,0.021772947162389755,0.0002536059764679521,0.00192375504411757,0.20069563388824466,0.394732803106308,0.0037611140869557853,0.3713644444942473,0.001343043870292604,0.004019757732748985
121,48,8.814455941319467e-05,0.012790787033736706,0.00015371695917565376,0.0006607194663956761,0.35615181922912603,0.1884254515171051,0.006083564832806586,0.43348002433776855,0.0006157808238640428,0.001549942186102271
122,48,9.434686216991396e-05,0.005209632217884064,0.00021138074225746092,0.0004495655593927949,0.28507423400878906,0.19419477880001068,0.004423512611538172,0.5068745613098145,0.0009014547104015945,0.0025665503926575184
123,48,0.00016022441559471193,0.04753544181585312,0.0002883243723772466,0.0015979355666786432,0.06392645835876465,0.4525083005428314,0.0017386141698807476,0.426622211933136,0.0015611128183081744,0.0040613850578665725
124,48,7.479070336557925e-05,0.04258619993925095,0.00014225895574782044,0.0023014971520751715,0.185002475976944,0.17310264706611633,0.009182621724903584,0.5867120027542114,0.0002926690503954888,0.0006029037176631392
125,48,4.8060515837278224e-05,0.0253266841173172,6.158578617032617e-05,0.0009829323971644044,0.11950206756591795,0.3869639933109283,0.006192351691424847,0.4583308696746826,0.00029024621471762657,0.0023012193851172924
126,48,0.0002666189393494278,0.02179039642214775,0.0004929189453832805,0.0016811962705105545,0.11112030595541,0.26288479566574097,0.003320850431919098,0.5960993766784668,0.0008514508372172713,0.0014921289402991533
127,48,0.0003002553421538323,0.17404727637767792,0.0005852459580637515,0.0018178172176703809,0.15720286965370178,0.10119062662124634,0.0045794108882546425,0.5580289363861084,0.0009229611605405806,0.0013245950685814025
128,48,0.0011840859660878778,0.16766580939292908,0.00014200416626408696,0.0006125601357780397,0.626800000667572,0.040575683116912835,0.0018367875600233676,0.16005311906337738,0.00033067981712520117,0.0007992343744263053
129,48,0.0018795309588313105,0.0005204547196626663,5.12311453348957e-05,0.00016400893218815327,0.9747438430786132,0.0004477208130992949,0.0008423946565017103,0.020919185131788254,0.00017233446124009788,0.0002592927194200456
130,48,0.001195813063532114,0.060670189559459686,0.00024018490512389692,0.0006926627829670906,0.6929662227630615,0.21174860000610352,0.006259932182729243,0.022032329812645912,0.0014596236869692802,0.0027344184927642345
131,48,0.0003423515590839088,0.1014355644583702,0.0015576982405036688,0.0034160856157541275,0.1188829094171524,0.7473239302635193,0.006470546126365662,0.004777580965310335,0.005299624521285296,0.01049371063709259
132,48,0.00016008384409360588,0.04022117331624031,0.0008252105908468366,0.003496893448755145,0.009974317625164986,0.7393607497215271,0.18563541769981384,0.001540350029245019,0.005462372675538063,0.013323403894901277
133,48,0.0002985422033816576,0.13905587792396545,0.0015279630897566676,0.01720154471695423,0.06272417306900024,0.4282463490962982,0.31839674711227417,0.01838676631450653,0.005658822599798441,0.008503227494657041
134,48,9.627024701330812e-05,0.2862488329410553,0.00016152400348801166,0.0014646438648924232,0.004941803868860006,0.6064227819442749,0.09703508764505386,0.0005603450117632747,0.0007070543942973018,0.0023616342805325985
135,48,0.00016136423801071942,0.513186514377594,0.0007416756707243621,0.0046915728598833075,0.0022100317291915412,0.4496851861476898,0.001356604159809649,0.000855240214150399,0.0013381229946389794,0.02577368915081024
136,48,0.00022645651188213373,0.218257948756218,0.0009336872026324273,0.004687143955379725,0.002445405349135399,0.7384861707687378,0.001807766268029809,0.0008427047869190574,0.0035956013016402717,0.02871712110936642
137,48,0.00021700495562981811,0.11082939058542253,0.0004154637572355568,0.0022249780595302577,0.007466390728950499,0.6731986403465271,0.19770464301109314,0.0020270855166018014,0.002644969616085291,0.003271420951932669
138,48,0.0003700900415424258,0.0789998397231102,0.0017448782455176115,0.005001084413379432,0.014479478821158409,0.6672323942184448,0.20733113586902616,0.004914860706776381,0.006781945936381817,0.01314431428909302
139,48,0.00022734166122972963,0.11677487939596175,0.0016765061300247908,0.0045140041038393966,0.003081774804741144,0.843777060508728,0.0015885296743363142,0.0006244453834369779,0.006403282284736632,0.02133220806717873
140,48,0.00021790541359223423,0.225102573633194,0.0012249826686456802,0.004191557876765728,0.0807097852230072,0.628564178943634,0.0038858868647366758,0.0352584607899189,0.0027376359794288874,0.018107002601027492
141,48,0.0002617175050545484,0.2525086998939514,0.00045195492566563184,0.0022151924204081297,0.3479054868221283,0.28668516874313354,0.017517223954200745,0.08609545230865479,0.0010753779206424954,0.005283755250275135
142,48,0.0002836948842741549,0.35767561197280884,0.0005252612754702568,0.0045790569856762895,0.13510870933532715,0.3646216094493866,0.00995717477053404,0.120059035718441,0.0019387661013752226,0.005251094698905946
143,48,0.000419167336076498,0.1770441085100174,0.00040034455014392734,0.0032175977248698477,0.04847897589206696,0.4911043643951416,0.0012936993734911086,0.2734441459178925,0.0014694773126393554,0.003128151874989271
144,48,0.11909707635641098,0.004796256776899099,0.015027513727545738,0.0009186037932522596,0.07974006235599518,0.19702745974063876,0.0011323204962536693,0.5540883541107178,0.008263281546533108,0.01990908943116665
145,48,0.4509024620056152,0.0042872284539043895,0.0437031164765358,0.002377961529418826,0.06886900961399077,0.003220814513042569,0.0021490673534572124,0.3328409194946289,0.018808800727128986,0.07284057885408401
146,48,0.6307802200317383,0.007939456030726433,0.024799313396215442,0.0017634832765907051,0.042856313288211816,0.004105488769710064,0.0018249113345518706,0.12331236898899077,0.021689129993319508,0.14092931151390076
147,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
